sample_id,input_path,target_path,split,weather,source
test/37,../raw/rain/rain100l/Rain100L/input/37.png,../raw/rain/rain100l/Rain100L/target/37.png,test,rain,rain100l
test/38,../raw/rain/rain100l/Rain100L/input/38.png,../raw/rain/rain100l/Rain100L/target/38.png,test,rain,rain100l
test/39,../raw/rain/rain100l/Rain100L/input/39.png,../raw/rain/rain100l/Rain100L/target/39.png,test,rain,rain100l
test/4,../raw/rain/rain100l/Rain100L/input/4.png,../raw/rain/rain100l/Rain100L/target/4.png,test,rain,rain100l
test/40,../raw/rain/rain100l/Rain100L/input/40.png,../raw/rain/rain100l/Rain100L/target/40.png,test,rain,rain100l
test/41,../raw/rain/rain100l/Rain100L/input/41.png,../raw/rain/rain100l/Rain100L/target/41.png,test,rain,rain100l
test/42,../raw/rain/rain100l/Rain100L/input/42.png,../raw/rain/rain100l/Rain100L/target/42.png,test,rain,rain100l
test/43,../raw/rain/rain100l/Rain100L/input/43.png,../raw/rain/rain100l/Rain100L/target/43.png,test,rain,rain100l
test/44,../raw/rain/rain100l/Rain100L/input/44.png,../raw/rain/rain100l/Rain100L/target/44.png,test,rain,rain100l
test/45,../raw/rain/rain100l/Rain100L/input/45.png,../raw/rain/rain100l/Rain100L/target/45.png,test,rain,rain100l
test/46,../raw/rain/rain100l/Rain100L/input/46.png,../raw/rain/rain100l/Rain100L/target/46.png,test,rain,rain100l
test/47,../raw/rain/rain100l/Rain100L/input/47.png,../raw/rain/rain100l/Rain100L/target/47.png,test,rain,rain100l
test/48,../raw/rain/rain100l/Rain100L/input/48.png,../raw/rain/rain100l/Rain100L/target/48.png,test,rain,rain100l
test/49,../raw/rain/rain100l/Rain100L/input/49.png,../raw/rain/rain100l/Rain100L/target/49.png,test,rain,rain100l
test/5,../raw/rain/rain100l/Rain100L/input/5.png,../raw/rain/rain100l/Rain100L/target/5.png,test,rain,rain100l
test/50,../raw/rain/rain100l/Rain100L/input/50.png,../raw/rain/rain100l/Rain100L/target/50.png,test,rain,rain100l
test/51,../raw/rain/rain100l/Rain100L/input/51.png,../raw/rain/rain100l/Rain100L/target/51.png,test,rain,rain100l
test/52,../raw/rain/rain100l/Rain100L/input/52.png,../raw/rain/rain100l/Rain100L/target/52.png,test,rain,rain100l
test/53,../raw/rain/rain100l/Rain100L/input/53.png,../raw/rain/rain100l/Rain100L/target/53.png,test,rain,rain100l
test/54,../raw/rain/rain100l/Rain100L/input/54.png,../raw/rain/rain100l/Rain100L/target/54.png,test,rain,rain100l
test/55,../raw/rain/rain100l/Rain100L/input/55.png,../raw/rain/rain100l/Rain100L/target/55.png,test,rain,rain100l
test/56,../raw/rain/rain100l/Rain100L/input/56.png,../raw/rain/rain100l/Rain100L/target/56.png,test,rain,rain100l
test/57,../raw/rain/rain100l/Rain100L/input/57.png,../raw/rain/rain100l/Rain100L/target/57.png,test,rain,rain100l
test/58,../raw/rain/rain100l/Rain100L/input/58.png,../raw/rain/rain100l/Rain100L/target/58.png,test,rain,rain100l
test/59,../raw/rain/rain100l/Rain100L/input/59.png,../raw/rain/rain100l/Rain100L/target/59.png,test,rain,rain100l
test/6,../raw/rain/rain100l/Rain100L/input/6.png,../raw/rain/rain100l/Rain100L/target/6.png,test,rain,rain100l
test/60,../raw/rain/rain100l/Rain100L/input/60.png,../raw/rain/rain100l/Rain100L/target/60.png,test,rain,rain100l
test/61,../raw/rain/rain100l/Rain100L/input/61.png,../raw/rain/rain100l/Rain100L/target/61.png,test,rain,rain100l
test/62,../raw/rain/rain100l/Rain100L/input/62.png,../raw/rain/rain100l/Rain100L/target/62.png,test,rain,rain100l
test/63,../raw/rain/rain100l/Rain100L/input/63.png,../raw/rain/rain100l/Rain100L/target/63.png,test,rain,rain100l
test/64,../raw/rain/rain100l/Rain100L/input/64.png,../raw/rain/rain100l/Rain100L/target/64.png,test,rain,rain100l
test/65,../raw/rain/rain100l/Rain100L/input/65.png,../raw/rain/rain100l/Rain100L/target/65.png,test,rain,rain100l
test/66,../raw/rain/rain100l/Rain100L/input/66.png,../raw/rain/rain100l/Rain100L/target/66.png,test,rain,rain100l
test/67,../raw/rain/rain100l/Rain100L/input/67.png,../raw/rain/rain100l/Rain100L/target/67.png,test,rain,rain100l
test/68,../raw/rain/rain100l/Rain100L/input/68.png,../raw/rain/rain100l/Rain100L/target/68.png,test,rain,rain100l
test/69,../raw/rain/rain100l/Rain100L/input/69.png,../raw/rain/rain100l/Rain100L/target/69.png,test,rain,rain100l
test/7,../raw/rain/rain100l/Rain100L/input/7.png,../raw/rain/rain100l/Rain100L/target/7.png,test,rain,rain100l
test/70,../raw/rain/rain100l/Rain100L/input/70.png,../raw/rain/rain100l/Rain100L/target/70.png,test,rain,rain100l
test/71,../raw/rain/rain100l/Rain100L/input/71.png,../raw/rain/rain100l/Rain100L/target/71.png,test,rain,rain100l
test/72,../raw/rain/rain100l/Rain100L/input/72.png,../raw/rain/rain100l/Rain100L/target/72.png,test,rain,rain100l
test/73,../raw/rain/rain100l/Rain100L/input/73.png,../raw/rain/rain100l/Rain100L/target/73.png,test,rain,rain100l
test/74,../raw/rain/rain100l/Rain100L/input/74.png,../raw/rain/rain100l/Rain100L/target/74.png,test,rain,rain100l
test/75,../raw/rain/rain100l/Rain100L/input/75.png,../raw/rain/rain100l/Rain100L/target/75.png,test,rain,rain100l
test/76,../raw/rain/rain100l/Rain100L/input/76.png,../raw/rain/rain100l/Rain100L/target/76.png,test,rain,rain100l
test/77,../raw/rain/rain100l/Rain100L/input/77.png,../raw/rain/rain100l/Rain100L/target/77.png,test,rain,rain100l
test/78,../raw/rain/rain100l/Rain100L/input/78.png,../raw/rain/rain100l/Rain100L/target/78.png,test,rain,rain100l
test/79,../raw/rain/rain100l/Rain100L/input/79.png,../raw/rain/rain100l/Rain100L/target/79.png,test,rain,rain100l
test/8,../raw/rain/rain100l/Rain100L/input/8.png,../raw/rain/rain100l/Rain100L/target/8.png,test,rain,rain100l
test/80,../raw/rain/rain100l/Rain100L/input/80.png,../raw/rain/rain100l/Rain100L/target/80.png,test,rain,rain100l
test/81,../raw/rain/rain100l/Rain100L/input/81.png,../raw/rain/rain100l/Rain100L/target/81.png,test,rain,rain100l
test/82,../raw/rain/rain100l/Rain100L/input/82.png,../raw/rain/rain100l/Rain100L/target/82.png,test,rain,rain100l
test/83,../raw/rain/rain100l/Rain100L/input/83.png,../raw/rain/rain100l/Rain100L/target/83.png,test,rain,rain100l
test/84,../raw/rain/rain100l/Rain100L/input/84.png,../raw/rain/rain100l/Rain100L/target/84.png,test,rain,rain100l
test/85,../raw/rain/rain100l/Rain100L/input/85.png,../raw/rain/rain100l/Rain100L/target/85.png,test,rain,rain100l
test/86,../raw/rain/rain100l/Rain100L/input/86.png,../raw/rain/rain100l/Rain100L/target/86.png,test,rain,rain100l
test/87,../raw/rain/rain100l/Rain100L/input/87.png,../raw/rain/rain100l/Rain100L/target/87.png,test,rain,rain100l
test/88,../raw/rain/rain100l/Rain100L/input/88.png,../raw/rain/rain100l/Rain100L/target/88.png,test,rain,rain100l
test/89,../raw/rain/rain100l/Rain100L/input/89.png,../raw/rain/rain100l/Rain100L/target/89.png,test,rain,rain100l
test/9,../raw/rain/rain100l/Rain100L/input/9.png,../raw/rain/rain100l/Rain100L/target/9.png,test,rain,rain100l
test/90,../raw/rain/rain100l/Rain100L/input/90.png,../raw/rain/rain100l/Rain100L/target/90.png,test,rain,rain100l
test/91,../raw/rain/rain100l/Rain100L/input/91.png,../raw/rain/rain100l/Rain100L/target/91.png,test,rain,rain100l
test/92,../raw/rain/rain100l/Rain100L/input/92.png,../raw/rain/rain100l/Rain100L/target/92.png,test,rain,rain100l
test/93,../raw/rain/rain100l/Rain100L/input/93.png,../raw/rain/rain100l/Rain100L/target/93.png,test,rain,rain100l
test/94,../raw/rain/rain100l/Rain100L/input/94.png,../raw/rain/rain100l/Rain100L/target/94.png,test,rain,rain100l
test/95,../raw/rain/rain100l/Rain100L/input/95.png,../raw/rain/rain100l/Rain100L/target/95.png,test,rain,rain100l
test/96,../raw/rain/rain100l/Rain100L/input/96.png,../raw/rain/rain100l/Rain100L/target/96.png,test,rain,rain100l
test/97,../raw/rain/rain100l/Rain100L/input/97.png,../raw/rain/rain100l/Rain100L/target/97.png,test,rain,rain100l
test/98,../raw/rain/rain100l/Rain100L/input/98.png,../raw/rain/rain100l/Rain100L/target/98.png,test,rain,rain100l
test/99,../raw/rain/rain100l/Rain100L/input/99.png,../raw/rain/rain100l/Rain100L/target/99.png,test,rain,rain100l
